"instName","summary","museumPropertyName","log","lat","formatted_address","level","exact"
"济南宏济堂博物馆","济南宏济堂博物馆是山东省首家集地道药材销售、传统中医验方治疗、中药养生、中医药知识普及、中医药古籍文物展示、中医药历史文化介绍于一身的综合性专题博物馆。\n　　博物馆主要陈列宏济堂中医药文化的展品，展出的文物和展品有161件（套）。各类展品按“谨记祖训、经营有方”、“中国名店”、“古法炮制、规范操作”、“千年阿胶、历史溯源”等10多个部分分门别类，共计几十个展柜。展品中数量最多的是从清顺治年间一直到清末，以及新中国成立前后的各种中医药书刊，。还有各种生产、加工中药专用的器具。另外，一些比较珍贵的宏济堂历史老照片、宏济堂登记变更批文和营业执照等也陈列在博物馆中。\n    宏济堂博物馆本着为社会、为大众服务的宗旨，免费向社会开放。自2010年开馆以来以丰富的历史藏品受到社会各界的好评。","非国有","116.9810410786999","36.66329954754472","山东省济南市槐荫区宏济堂博物馆","兴趣点","1"
"沁水县文史博物馆","固定陈列展览两个即下川文化展览和馆藏文物精品展。赵树理文化展。","文物","112.177455537051","35.68942759758154","山西省晋城市沁水县文史博物馆","兴趣点","1"
"黑龙江省政府旧址陈列馆","黑龙江省政府旧址陈列馆是保护、研究和展示黑龙江省\n政府旧址的专题博物馆。建筑面积1 083平方米，2013年5月\n18日正式开馆。\n黑龙江省政府旧址始建于1937年，是一座二层砖木结构\n的楼房，有日本现代主义建筑特点。1945年11月23日黑龙江\n省政府在北安成立后即在此办公，并与省委一起投入保卫新\n政权的革命斗争，为巩固东北根据地做出重要贡献。现为省\n级文物保护单位，具有较高的历史价值及政治价值。\n该馆的展览包含序厅、红色岁月专题展厅和场景复原\n等，展示了黑龙江省政府1945—1949年在北安期间，采取的\n剿匪、镇反、土改、建政和生产支前等系列举措，充分展现\n了省政府为支援全国解放战争的胜利发挥的重要作用。","文物","126.65600296400848","45.74025751456166","黑龙江省哈尔滨市南岗区黑龙江省政府","兴趣点","1"
"西安毛泽东敬览馆","以20-70年代为主体的基本陈列《红色文化主题展览》，以及展示馆藏塑像、像章,生活用品,红色书籍、宣传画,证件,工艺艺术品。","非国有","109.0205174047149","34.22335743606649","陕西省西安市雁塔区毛泽东敬览馆","兴趣点","1"
"哈尔滨龙江龙博物馆","哈尔滨龙江龙博物馆是展示企业\n文化和北方历史文化的博物馆。2002\n年在原企业文化展厅基础上筹建，\n2006年正式开馆，展厅面积600平方\n米。现有职工8人，隶属哈尔滨蓝谷食\n品有限公司。\n2006年至2008年，该馆与北京市文物局正阳门管理处联合主办“中国古代龙纹铜镜\n展”和“中国北方文物展”，在北京天安门广场正阳楼展出，接待国内外参观者百万人\n次。2013年，与北京艺术博物馆联合举办“中国古代带饰展”。\n该馆与科研机构、大专院校、文化团体合作开展学术研讨，先后编著出版了《中\n华龙纹镜》《中华带饰》和《龙江龙博物馆藏品集粹》。","非国有","126.63490062229936","45.755627539619475","黑龙江省哈尔滨市阿城区龙江","兴趣点","1"
"江苏淮剧博物馆","江苏淮剧博物馆位于盐城市城南新区的聚龙湖东北角的清风园内，收藏展示淮剧史料，弘扬淮剧艺术文化。展览展出淮剧历史沿革、艺术常识、名人名作和文化现象等。博物馆开展淮剧资料收集与整理，史料建档与保管，淮剧艺术交流，学术书刊编辑等工作。","文物","120.16557872757363","33.3454797181579","江苏省","省","1"
"北戴河建业博物馆","坐落在渤海之滨的北戴河建业博物馆，是以收藏古代艺术品为主要内容的艺术类博物馆。它位于素有中国 “ 夏都 ” 之称的避暑胜地北戴河风景区的黄金地段，在仿秦汉建筑 “ 秦皇宫”景点的基础上改建而成，占地 1.2 万平米，建筑面积近四千平方米。北戴河建业博物馆拥有中国、日本、朝鲜、韩国及中亚、南亚等国家的古代和现当代艺术品近万件，其中包括陶瓷、青铜器、漆木器、玉器、石刻、书[1]  画、旧报纸展等类。其中1949年～1992年（人民日报，光明日报，参考消息等老报纸），记载着几十年来中国的历史变迁。","非国有","119.52821797161332","39.81581272173118","河北省秦皇岛市北戴河区北戴河","村庄","0"
"洛阳龙门博物馆","洛阳龙门博物馆位于龙门石窟世界文化遗产园区北入口处，背依龙门西山，面朝伊河，南邻石窟佛龛，北接繁华之地。龙门博物馆成立于2003年，在2013年4月牡丹文化节期间正式向游客开放。龙门博物馆的藏品以北魏至唐代重要佛教文化遗存为主，兼顾河洛文明遗存。主要为佛教造像、碑刻题记、佛教器物，及自新石器时代至现当代的河洛文明遗存。藏品种类涵盖陶、瓷、砖石、金铜、绘画、科技、民俗等，特色藏品有舍利棺函、古罗马玻璃器、佛教法器、青、白瓷茶具、特色乐器和明代精美首饰，同时收藏有属于国家非物质文化遗产的皮影、剪纸、泥塑等；并收藏有部分当代艺术家的国画、书法、油画及雕塑作品。","非国有","112.47052485242548","34.56302014753789","河南省洛阳市洛龙区龙门博物馆","兴趣点","1"
"桦甸市博物馆","桦甸市博物馆建筑面积1160平方米，文物藏品5000余件。馆内分三个展区，一展区主题为《松江水岸·汗唐郡府》，主要展示桦甸从原始社会到解放战争时期各段重要历史发展过程，二展区主题为《东北抗联在桦甸》，主要展示东北抗联一路军杨靖宇、魏拯民在桦甸抗击日本侵略主义所进行艰苦卓绝的斗争历史，三展区主题为《我的家在松花江上》，主要展示美丽富饶的桦甸四季风光、风土人情。","文物","126.73307138097742","42.976205725564775","吉林省吉林市桦甸市桦甸市博物馆","兴趣点","1"
"热河革命烈士纪念馆","热河革命烈士纪念馆位于著名的历史文化名城——河北省承德市，占地面积8万平方米。馆区内松柏苍翠、建筑古朴，与闻名中外的避暑山庄相映生辉。自1995年以来，先后被中华人民共和国民政部、中宣部、河北省委、省政府，承德市委、市政府命名为爱国主义教育基地；国家级重点烈士纪念建筑物保护单位；河北省国防教育基地和红色旅游基地；河北省精神文明单位。展馆分别展出的是：抗日战争、解放战争、中国人民解放军建军九十周年图片展。年接待观众达数万余人次，为弘扬爱国主义精神，教育广大青少年和加强精神文明建设做出了突出的贡献，是承德市青少年入队、入团、新党员入党、新战士入伍宣誓和广大人民群众进行爱国主义和革命传统教育的主要场所，是集教育与游览为一体的花园式单位，是承德市对外宣传的一张名片。","文物","117.9292847898098","40.96253406335758","四川省凉山彝族自治州德昌县热河乡","乡镇","1"
"中国共产党山东省党史陈列馆","中共山东省党史陈列馆位济南市市中区共青团路3号，1988年正式开馆，1991年建成新馆，2008年免费开放，目前观众年均接待量约8万人次。新馆为三层建筑，建筑面积1200平方米。馆内常设3个展厅，一展厅为“山东革命历史展（1919－1949）”，二展厅为“泉城谱新篇－济南社会主义建设及改革开放历史展（1949－2016）”，三展厅为临时专题展厅。","行业","117.00901279586587","36.663971473086406","[]","[]","1"
"瓜州县桥湾博物馆","离瓜州县85公里，民间传说康熙夜梦桥湾城怒斩程金山父子的故事家喻户晓。建筑面积3300平方米，展厅面积1500平方米，2009年评为酒泉地区爱国主义教育基地、干部警示教育基地","非国有","95.7808711887134","40.51869461924119","甘肃省酒泉市瓜州县桥湾","乡镇","1"
"登封市革命烈士纪念馆","革命烈士纪念馆位于登封市中岳大街西端万羊岗东北侧，该馆坐西面东，建于1982年，东西长350米，南北宽70米，占地面积24500平方米。纪念馆大门为砖混结构的牌坊式建筑，其额坊上由原全国人大副委员长许德珩题“革命烈士纪念馆”七个大字。基本陈列为1、登封市烈士英名录、墓碑、墓穴2、登封市革命斗争史3、皮定均、徐子荣事迹陈列","行业","113.01237085780289","34.46290939210077","河南省郑州市登封市革命烈士纪念馆","兴趣点","1"
"四海壶具博物馆","四海壶具博物馆是上海市文物管理委员会于1993年批准建立的民办博物馆。展出馆藏壶具300余件，大多为明代至今制壶名家精品，具有藏家品鉴及紫砂壶艺研究价值，供收藏爱好者和紫砂壶艺制作者鉴赏、研究。","非国有","121.3521723148184","31.25797179266627","上海市嘉定区四海壶具博物馆","兴趣点","1"
"首都博物馆","首都博物馆于1953年开始筹备，1981年正式对外开放，原馆址在全国重点文物保护单位——北京孔庙。作为北京市“十五”期间重点文化建设工程，首都博物馆新馆建设项目的立项申请，于1999年得到北京市委、市政府批准，2001年经国家发改委报国务院批准实施，2001年12月正式奠基兴建。\n        首都博物馆新馆于2005年12月开始试运行，2006年5月18日正式开馆。首都博物馆以其宏大的建筑、丰富的展览、先进的技术、完善的功能，成为一座与北京“历史文化名城”、“文化中心” 和“国际化大都市”地位相称的大型现代化博物馆，并跻身于“国内一流，国际先进”的博物馆行列。            首都博物馆建筑本身就是一座融古典美和现代美于一体的建筑艺术品。博物馆以其历年收藏和北京地区的出土文物为基本素材，吸收北京历史、文物、考古及相关学科的最新研究成果，借鉴国内外博物馆的成功经验，形成了独具北京特色的现代化展陈。   馆内设有《古都北京·历史文化篇》、《京城旧事——老北京民俗展》、《古代瓷器艺术精品展》、《燕地青铜艺术精品展》、《古代书法艺术精品展》、《古代绘画艺术精品展》、《古代玉器艺术精品展》、《古代佛教艺术精品展》等展现北京文化和都城发展史的固定展览，同时还设有多个临时展厅，用于承办各类临时展览。","文物","116.33585844487563","39.905064144311204","北京市西城区首都博物馆","兴趣点","1"
"蒲城县清代考院博物馆","在清代考院古建群的基础上，以科举文物为主体的基本陈列和童生赶考场景的专题展。","文物","109.58002156047266","34.955212154602194","陕西省渭南市蒲城县清代考院博物馆","兴趣点","1"
"雍和宫藏传佛教艺术博物馆","雍和宫是北京地区现存最大的一座藏传佛教寺院。历史上，雍和宫曾是清朝雍正和乾隆两代帝王的在潜之居，建于康熙三十三年(公元 1694年)，雍正三年(公元1725年)改为皇帝行宫，乾隆九年(公元1744年)改为藏传佛教格鲁派寺院。\n雍和宫是由三座精致的牌坊和雍和门，雍和宫殿、永佑殿、法轮殿、万福阁、绥成殿等20多座殿堂及两个文物展厅组成。\n1957年10月,被列为北京市文物保护单位。1961年3月被列为全国重点文物保护单位。1981年正式对外开放。1995年北京市文物局批准为藏传佛教艺术博物馆。","行业","116.41109552473395","39.945952219166614","北京市东城区雍和宫藏传佛教艺术博物馆","兴趣点","1"
"北海坭兴陶馆","主要展示有着1300多年历史，号称中国四大名陶之一的坭兴陶藏品，辅以当代著名的14位坭兴陶大师的个人精品展，可堪称“全国独一无二”。","非国有","109.1104614524961","21.48576370459462","广西壮族自治区北海市海城区坭兴陶馆","兴趣点","1"
"嘉兴船文化博物馆","嘉兴船文化博物馆是国内首家以舟船文化为主题的博物馆，内设四个展厅，在这里可聆听舟船史话，体味水乡船韵，欣赏名船世界，浏览船舶科技，尽情领略古今中外舟船的英姿与风采。走进嘉兴船文化博物馆，“舟船史话”从跨湖桥独木舟讲起，诉说了8000年前浙江先民穿越时空的智慧，制造独木舟的故事；“水乡船韵”尽显诗情画意，客船、货船、农船、渔船，风帆徐徐，林林总总的船舶摇曳在吴河越水上，构织起一幅幅江南水乡的美丽图画；“名船世界”网罗国内外名船精品，向游客展示了凝聚人类文明成果的著名船舶，“船舶科技”可以使游客体验坐船乐趣，游览嘉兴市环城河的水乡美景","行业","120.7384732397941","30.765856447252144","浙江省嘉兴市南湖区船文化博物馆","兴趣点","1"
"神农架自然展览馆","神农架自然展览馆位于木鱼镇官门山景区是神农架地区的标志性建筑之一，始建于2008年，于2013年4月25日正式开馆，占地面积2.6万㎡，建筑面积1.4万㎡。集地质、生物、科考、民俗于一体，神农架独特的地质地貌、丰富的生物多样性、艰辛的科学考察历程和淳朴的民风民俗在此得到全面的展示，是公众了解神农架的重要窗口","行业","110.36382206267324","31.43355322873369","山西省晋城市高平市神农镇","乡镇","1"
"渑池县仰韶文化博物馆","仰韶文化博物馆总占地面积2万余平方米，建筑面积4700余平方米，总投资5130万元，2011年11月7日免费对外开放。仰韶文化博物馆以馆藏文物、发掘文物陈列展览为基本点，主要展示黄河流域仰韶文化时期出土的珍贵文物。仰韶文化博物馆的建成，主要是立足河南，面向全国，详细展示了黄河流域仰韶文化时期出土的文物，逐步形成全国乃至全世界研究仰韶文化的中心。","文物","111.77794361862779","34.81662812929683","河南省三门峡市渑池县仰韶","乡镇","1"
"和政古动物化石博物馆","和政古动物化石博物馆位于和政县城关镇梁家庄新村， 成立于 2003 年，国家二级博物馆。占地面积 135 亩，由三个独立建筑组成，建筑总面积 23085 平方米。馆藏各类化石标本 30045 件（套），其中一级品 49 件（套），二级品 250 件（套），三级品 1003 件（套）。现有《临夏地质》、《生命进化》、《和政化石陈列》等 3 个基本陈列。《和政四大古动物群化石展》曾获第十届全国博物馆十大陈列展览精品奖。","文物","103.35201956521242","35.440434153438744","甘肃省临夏回族自治州和政县和政古动物化石博物馆","兴趣点","1"
"武城县古贝春酒文化博物馆","武城县古贝春酒文化博物馆位于公司总部新开发区东侧，建筑面积3000多平方米，馆高三层，展览面积8200平方米。2007年3月6日破土动工，6月完成建筑主体工程，7月进行室内装饰及陈列展示，8月底竣工并对外开放。馆内采用图画、雕塑、文物、实物及声、光、电等形式展示中华酒文化与企业文化。一楼西侧展示酒源探寻；一楼东侧展示古贝史话；二楼展示公司掠影；三楼西侧工艺展示；三楼东侧展示酒道一览。2012年8月，三楼中部增加了“酒联鉴赏”，展示内容增加为六部分。","非国有","116.04003468888043","37.206010585140845","山东省德州市武城县","区县","1"
"浙江安贤生命博物馆","浙江安贤生命博物馆是浙江安贤园于2008年12月经浙江省文化厅批准创办的国内第一家以生命教育为主题的博物馆。","非国有","120.14809046410346","30.269771342403715","浙江省","省","0"
"上海（东华大学）纺织服饰博物馆","上海纺织服饰博物馆是在原东华大学纺织史博物馆和东华大学服饰博物馆基础上，由东华大学与上海市政府相关部门共同建设，是目前国内唯一的全面综合反映中国纺织服饰历史文化和科技知识的高校博物馆。 本馆于2009年1月面向社会正式开馆。目前，已被命名为“全国科普教育基地”、“上海市专题性科普场馆”、“上海市科普旅游示范基地”、“上海市外国留学生中国文化体验基地”、“上海市民终身学习实践基地——服饰文化体验基地”和“上海市爱国主义教育基地”。 本馆共分为科普馆、古代馆、近代馆、少数民族馆、视听空间、临时展厅等六个展厅，现有展示面积4600余平方米。科普馆以多媒体展示手段和互动展项，展示纺织服饰领域的产业链及其特色环节，向大众普及纺织和服饰科技知识；古代馆陈列了从先秦、秦汉、魏晋南北朝、隋唐、宋元到明清各个时期纺织服饰的图片、纺织品实物以及纺织器具，展示了古代织物及纺织器具的发展过程；近代馆主要陈列中国传统服装，亦包括相关饰品，内容分为女装、男装和童装三部分，以反映近代纺织服饰由晚清至民国时期的演变过程；少数民族馆通过实物场景、图片以及多媒体展示等方式，展现了少数民族的纺织工艺和服饰风貌。","行业","121.40903951936635","31.20478403171807","上海市长宁区纺织服饰博物馆","兴趣点","1"
"舞钢市博物馆","舞钢市博物馆位于舞钢市文化中心大楼群斗一楼和二楼，是一家以冶铁文化为主题的博物馆，展厅总面积有1200平方米。该馆以中国冶铁文化为主干，以舞钢市冶铁文化为凸点，以详实的资料、严谨的布局、科学的方法和现代化的手段充分展示了中国冶铁文明史。","文物","113.51908919618506","33.30996770796973","河南省平顶山市舞钢市舞钢市博物馆","兴趣点","1"
"平川区博物馆","平川区博物馆位于平川公园内，整体建筑为二层中式风格，占地面积5843平方米，该馆正在筹建中，未向社会开放。","文物","104.80321287881598","36.726401159436605","甘肃省白银市平川区","区县","1"
"麟游县博物馆","展览正在提升","文物","107.79295877351751","34.67863011526374","陕西省宝鸡市麟游县麟游县博物馆","兴趣点","1"
"黑河博物馆","黑河博物馆是展示黑河市历史文化和社会发展的综\n合性博物馆，国家三级博物馆。建筑面积3300平方米，\n展厅面积2 000平方米。1989年9月正式开馆，现有编制\n18人。\n基本陈列“卓绝历程”，展示了1931年“九一八事\n变”后，中国共产党领导黑河各族英雄儿女，为争取民族\n独立和民族解放而进行的艰苦卓绝的斗争历程。“中华瑰\n宝——国家特拨瓷器专题展”，以瓷器烧造的历史年代为\n顺序，展出由国家文物局为支持开放城市建设调拨的明清\n时期瓷器121件，以中英俄三种文字介绍中国陶瓷文化概\n况和明清瓷器风格特点及典型工艺，整体上呈现简洁、厚\n重、素雅的艺术风格。开馆以来，举办了革命传统教育\n展、中俄“两国一城”图片展、抗洪救灾纪实摄影展、民\n间艺术展等临时展览百余个，充分发挥了博物馆在公共文\n化服务体系建设中的阵地作用。","文物","127.50119827872093","50.24774770167319","黑龙江省黑河市爱辉区黑河博物馆","兴趣点","1"
"陈嘉庚纪念馆","陈嘉庚纪念馆是经中共中央办公厅、国务院办公厅批准，按国家级博物馆标准设立的社会历史类名人纪念馆，是全国爱国主义教育基地、全国廉政教育基地、中国华侨国际文化交流基地，是陈嘉庚文物资料的主要收藏机构，宣传教育机构和科学研究机构。总占地面积10万多平方米，建筑面积1.1万多平方米，2008年10月21日开馆。陈嘉庚纪念馆的基本陈列有《华侨旗帜 民族光辉——陈嘉庚生平陈列》和《在陈嘉庚身边——嘉庚现象 诚毅同行》。","行业","118.10198878772204","24.57118409056756","[]","[]","1"
"台州市博物馆","台州市博物馆建筑面积近12500平方米，总展陈面积约6000平方米。一楼为临展厅；二、三楼属基本陈列。分别为","文物","121.4118115672588","28.663376727546115","浙江省台州市椒江区台州市博物馆","兴趣点","1"
"成都朱成石刻艺术博物馆","藏品数量：1万余件\n藏品类别包含自两汉、唐、宋、明、清的画像石刻及木雕、木刻、瓷器、陶器等。朱成石刻艺术（私立）博物馆，从筹备到建馆再到成立，整个过程历时20年之久，完全由朱成个人资金财力作为支撑。建馆以来，由于建筑设施较为简陋，缺乏研究和管理人员，不具备充分对外开放的能力；但作为一个私立博物馆的社会职能，先后接待了30余国家和地区的专家、学者、大专院校师生数千人次，作为公益开放、研究、陈列、展示。","非国有","104.06403602048286","30.5747234125493","四川省成都市","市","0"
"西林教案陈列馆","西林教案(马神甫事件)是第二次鸦片战争的“导火索”之一,西林教案陈列馆位于田林县定安镇“西林教案”遗址院内。2016年5月18日正式对公众免费开放，陈列馆采用照片、油画以及场景复原等，以“教案前夜”、“教案始末”和“教案影响”三个部分还原了西林教案(马神甫事件)的历史。","文物","","","[]","[]","0"
"黑龙江北方民俗博物馆","黑龙江北方民俗博物馆是展示北方民族民俗特色的专题\n博物馆，由黄信章创办。展厅面积2 000平方米，2014年5月\n正式成立。\n该馆设20个展区(厅)，包括汉族、满族、回族、赫哲\n族、达斡尔族、鄂伦春族、朝鲜族、柯尔克孜族、蒙古族、\n鄂温克族和锡伯族11个民族的民俗展厅，石器和石具展区，\n人力车具和马、牛车具展区，萨满文化厅，服饰书画厅，古\n代动物厅等，生动再现了汉族以及世居黑龙江省的北方少数\n民族的生产、生活、文化、娱乐方式。","非国有","127.36122595611549","46.12170607448939","黑龙江省哈尔滨市巴彦县北方民俗博物馆","兴趣点","1"
"辽宁中医药大学博物馆","辽宁中医药大学博物馆建筑面积约2000余平方米，由医史馆、人体生命馆、中药标本馆、校史馆中医文化大讲堂组成，展示了我国传统中医药学几千年发展的轨迹和成就。该馆为国家、辽宁省、沈阳市科普教育基地，辽宁省中医药文化宣传教育基地、沈阳市爱国主义教育基地，在宣传人体生命科学及普及中医药知识方面发挥了重要作用。","行业","123.42689266825644","41.829642627980064","辽宁省沈阳市皇姑区辽宁中医药大学博物馆","兴趣点","1"
"天门市茶经楼博物馆","茶经楼博物馆是天门市复兴陆羽茶道文化与茶经圣地文化，展现“中国茶文化城”风貌的文化地标。茶经楼博物馆因茶圣陆羽所著《茶经》一书而冠名，位于湖北省天门竟陵西湖陆羽故园内，重建于古覆釜洲头；集朝圣观光与博物馆之功能；巍峨于江汉，声振于荆楚，彰显着博大精深的华夏文明。茶经楼博物馆共十层，通高53.85米，建筑面积5308平方米，为唐代楼塔建筑风格。茶经楼内部是一部活的《茶经》，一至十层按《茶经》一至十章依次展开，传承为主，现代解读。置身其中，不仅能领略到《茶经》的茶文化精髓，还能感受到陆羽精神的笼罩与洗礼。","非国有","113.15291280898981","30.66021410309811","湖北省天门市茶经楼博物馆","兴趣点","0"
"喀什大学民俗博物馆","喀什大学民俗博物馆建筑面积547平方米，展厅380平方米。基本陈列：喀什民俗陈列；主要藏品有木盘、深腹木盘等","行业","75.9995192529728","39.4782658773497","新疆维吾尔自治区喀什地区喀什市喀什大学","兴趣点","1"
